trail_id,for_display,lat,lon,elevation,slope,index
442940101,True,39.46586813,-94.97035174,265.51,-7.68,6
442940101,True,39.46595546,-94.97037204,264.15,-7.85,7
442940101,True,39.46604280,-94.97039235,262.91,-7.16,8
442940101,True,39.46613014,-94.97041266,261.22,-9.72,9
442940101,True,39.46621747,-94.97043296,259.34,-10.79,10
442940101,True,39.46630481,-94.97045327,257.79,-8.93,11
442940101,True,39.46639215,-94.97047357,256.13,-9.55,12
442940101,True,39.46647949,-94.97049388,254.55,-9.10,13
442940101,True,39.46656683,-94.97051419,253.58,-5.61,14
442940101,True,39.46665416,-94.97053449,253.24,-1.97,15
442940101,True,39.46674150,-94.97055480,253.46,1.28,16
442940102,True,39.46627360,-94.96804010,259.82,0.00,0
442940102,True,39.46627475,-94.96815553,259.41,-2.37,1
442940102,True,39.46627590,-94.96827095,259.24,-0.98,2
442940102,True,39.46627705,-94.96838637,258.58,-3.81,3
442940102,True,39.46627820,-94.96850180,258.22,-2.08,4
442940102,True,39.46627925,-94.96860950,257.85,-2.29,5
442940102,True,39.46628030,-94.96871720,257.42,-2.66,6
442940102,True,39.46630565,-94.96885248,256.93,-2.35,7
442940102,True,39.46633100,-94.96898775,256.22,-3.40,8
442940102,True,39.46635635,-94.96912303,255.37,-4.07,9
442940102,True,39.46638170,-94.96925830,255.19,-0.86,10
442940102,True,39.46641496,-94.96933988,254.87,-2.31,11
442940102,True,39.46644823,-94.96942145,254.57,-2.17,12
442940102,True,39.46648149,-94.96950302,254.34,-1.66,13
442940102,True,39.46651475,-94.96958460,254.18,-1.16,14
442940102,True,39.46654801,-94.96966618,253.85,-2.39,15
442940102,True,39.46658127,-94.96974775,253.97,0.87,16
442940102,True,39.46661454,-94.96982933,254.10,0.94,17
442940102,True,39.46664780,-94.96991090,254.14,0.29,18
442940102,True,39.46669350,-94.97003625,253.91,-1.11,19
442940102,True,39.46673920,-94.97016160,253.40,-2.45,20
442940102,True,39.46678490,-94.97028695,253.58,0.87,21
442940102,True,39.46683060,-94.97041230,254.04,2.21,22
442940104,True,39.46720820,-94.97174280,257.80,0.00,0
442940104,True,39.46733030,-94.97177170,257.56,-1.00,1
442940104,True,39.46733740,-94.97164423,257.64,0.42,2
442940104,True,39.46734450,-94.97151675,256.79,-4.43,3
442940104,True,39.46735160,-94.97138928,255.85,-4.90,4
442940104,True,39.46735870,-94.97126180,255.14,-3.70,5
442940105,True,39.46720820,-94.97174280,257.80,0.00,0
442940105,True,39.46709840,-94.97171060,257.70,-0.46,1
442940105,True,39.46711580,-94.97158865,257.05,-3.49,2
442940105,True,39.46713320,-94.97146670,256.35,-3.76,3
442940105,True,39.46715060,-94.97134475,255.44,-4.89,4
442940105,True,39.46716800,-94.97122280,254.95,-2.64,5
442940107,True,39.46467160,-94.96995230,294.39,0.00,0
442940107,True,39.46475943,-94.96983165,291.68,-10.78,1
442940107,True,39.46484725,-94.96971100,288.04,-14.34,2
442940107,True,39.46493507,-94.96959035,285.45,-10.31,3
442940107,True,39.46502290,-94.96946970,283.96,-5.98,4
442940107,True,39.46513907,-94.96940538,280.90,-12.29,5
442940107,True,39.46525525,-94.96934105,275.54,-20.88,6
442940107,True,39.46537143,-94.96927673,272.59,-11.86,7
442940107,True,39.46548760,-94.96921240,271.29,-5.29,8
442940107,True,39.46554970,-94.96917792,271.89,4.57,9
442940107,True,39.46561180,-94.96914345,272.07,1.37,10
442940107,True,39.46567390,-94.96910898,271.19,-6.68,11
442940107,True,39.46573600,-94.96907450,270.09,-8.33,12
442940111,True,39.46393010,-94.96958000,321.60,0.00,0
442940111,True,39.46400372,-94.96964550,320.43,-6.72,1
442940111,True,39.46407735,-94.96971100,318.41,-11.50,2
442940111,True,39.46415097,-94.96977650,315.36,-17.07,3
442940111,True,39.46422460,-94.96984200,311.58,-20.84,4
442940111,True,39.46433635,-94.96986958,306.92,-20.22,5
442940111,True,39.46444810,-94.96989715,302.74,-18.29,6
442940111,True,39.46455985,-94.96992472,298.69,-17.75,7
442940111,True,39.46467160,-94.96995230,294.39,-18.77,8
442940111,True,39.46475566,-94.96998700,291.77,-14.95,9
442940111,True,39.46483973,-94.97002170,289.93,-10.62,10
442940111,True,39.46492379,-94.97005640,287.83,-12.08,11
442940111,True,39.46500785,-94.97009110,284.78,-17.27,12
442940111,True,39.46509191,-94.97012580,281.61,-17.91,13
442940111,True,39.46517598,-94.97016050,279.09,-14.40,14
442940111,True,39.46526004,-94.97019520,277.29,-10.40,15
442940111,True,39.46534410,-94.97022990,275.68,-9.32,16
442940113,True,39.46598770,-94.96933610,266.94,0.00,0
442940113,True,39.46608620,-94.96931665,265.46,-7.61,1
442940113,True,39.46618470,-94.96929720,261.86,-18.00,2
442940113,True,39.46628320,-94.96927775,257.43,-21.79,3
442940113,True,39.46638170,-94.96925830,255.19,-11.43,4
442940114,True,39.46482770,-94.97059110,281.65,0.00,0
442940114,True,39.46489225,-94.97054595,280.86,-5.53,1
442940114,True,39.46495680,-94.97050080,280.15,-4.97,2
442940114,True,39.46502135,-94.97045565,278.32,-12.64,3
442940114,True,39.46508590,-94.97041050,277.21,-7.75,4
442940114,True,39.46515045,-94.97036535,276.89,-2.25,5
442940114,True,39.46521500,-94.97032020,276.80,-0.63,6
442940114,True,39.46527955,-94.97027505,276.56,-1.69,7
442940114,True,39.46534410,-94.97022990,275.68,-6.16,8
442940116,True,39.46422460,-94.96984200,311.58,0.00,0
442940116,True,39.46430353,-94.96996492,306.38,-20.75,1
442940116,True,39.46438245,-94.97008785,301.39,-19.98,2
442940116,True,39.46446137,-94.97021077,295.76,-22.30,3
442940116,True,39.46454030,-94.97033370,291.13,-18.64,4
442940116,True,39.46461215,-94.97039805,288.69,-14.10,5
442940116,True,39.46468400,-94.97046240,286.51,-12.65,6
442940116,True,39.46475585,-94.97052675,284.34,-12.59,7
442940116,True,39.46482770,-94.97059110,281.65,-15.48,8
442940116,True,39.46489423,-94.97064625,279.27,-15.16,9
442940116,True,39.46496075,-94.97070140,277.49,-11.46,10
442940116,True,39.46502727,-94.97075655,276.31,-7.65,11
442940116,True,39.46509380,-94.97081170,275.17,-7.40,12
442940116,True,39.46521520,-94.97087340,272.88,-8.97,13
442940116,True,39.46533660,-94.97093510,270.34,-9.94,14
828921879,True,39.46485020,-94.96663370,289.91,0.00,0
828921879,True,39.46496171,-94.96664564,286.02,-17.36,1
828921879,True,39.46507321,-94.96665759,283.68,-10.65,2
828921879,True,39.46518472,-94.96666953,281.82,-8.50,3
828921879,True,39.46529623,-94.96668148,279.94,-8.59,4
828921879,True,39.46540773,-94.96669342,277.90,-9.31,5
828921879,True,39.46551924,-94.96670536,275.67,-10.16,6
828921879,True,39.46563074,-94.96671731,273.51,-9.85,7
828921879,True,39.46574225,-94.96672925,271.44,-9.45,8
828921879,True,39.46585376,-94.96674119,269.45,-9.09,9
828921879,True,39.46596526,-94.96675314,267.61,-8.41,10
828921879,True,39.46607677,-94.96676508,266.21,-6.42,11
828921879,True,39.46618828,-94.96677702,266.38,0.78,12
828921879,True,39.46629978,-94.96678897,266.84,2.12,13
828921879,True,39.46641129,-94.96680091,267.04,0.92,14
828921879,True,39.46652279,-94.96681286,267.18,0.64,15
828921879,True,39.46663430,-94.96682480,267.26,0.37,16
828921880,True,39.46484880,-94.96656290,290.34,0.00,0
828921880,True,39.46496031,-94.96657485,286.57,-16.86,1
828921880,True,39.46507182,-94.96658680,284.05,-11.45,2
828921880,True,39.46518334,-94.96659875,282.14,-8.73,3
828921880,True,39.46529485,-94.96661070,280.08,-9.40,4
828921880,True,39.46540636,-94.96662265,277.99,-9.54,5
828921880,True,39.46551788,-94.96663460,275.91,-9.49,6
828921880,True,39.46562939,-94.96664655,273.88,-9.27,7
828921880,True,39.46574090,-94.96665850,271.73,-9.80,8
828921880,True,39.46585241,-94.96667045,269.71,-9.22,9
828921880,True,39.46596392,-94.96668240,267.80,-8.73,10
828921880,True,39.46607544,-94.96669435,266.30,-6.87,11
828921880,True,39.46618695,-94.96670630,266.55,1.15,12
